game_number,dynasty_number,dynasty_game_number,gamemode,difficulty,context,person,teammate,team,ignored,player,pos,pts,reb,ast,stl,blk,to,fgm,fga,X3pm,X3pa,ftm,fta,or,fls,dnk,result,ot,dbl_ot
117,30,1,4 man,All Star,CBC,Riley,MJ,2000-01 Philadelphia 76ers,NA,Allen Iverson,SG,16,2,1,5,0,2,7,14,0,0,2,2,1,2,1,Win,NA,NA
117,30,1,4 man,All Star,CBC,MJ,Riley,2000-01 Philadelphia 76ers,NA,Eric Snow,PG,16,3,4,1,0,0,5,12,0,0,6,6,3,0,0,Win,NA,NA
118,30,2,4 man,All Star,Dynasty,Riley,MJ,2000-01 Philadelphia 76ers,NA,Allen Iverson,SG,29,0,1,3,0,1,12,20,0,0,5,5,0,3,0,Win,NA,NA
118,30,2,4 man,All Star,Dynasty,MJ,Riley,2000-01 Philadelphia 76ers,NA,Eric Snow,PG,4,1,5,0,0,1,0,6,0,1,4,4,1,1,0,Win,NA,NA
118,30,2,4 man,All Star,Challenger,Frank,Nick,1971-72 New York Knicks,NA,Dave Debusschere,C,3,4,4,0,0,2,1,3,1,1,0,0,0,2,0,Loss,NA,NA
118,30,2,4 man,All Star,Challenger,Nick,Frank,1971-72 New York Knicks,NA,Walt Frazier,PG,11,1,6,1,0,6,5,6,0,0,1,1,0,4,1,Loss,NA,NA
119,30,3,4 man,All Star,Dynasty,Riley,MJ,2000-01 Philadelphia 76ers,NA,Allen Iverson,SG,25,4,3,4,0,1,9,16,0,1,7,7,2,2,2,Win,NA,NA
119,30,3,4 man,All Star,Dynasty,MJ,Riley,2000-01 Philadelphia 76ers,NA,Eric Snow,PG,8,0,1,0,0,2,4,8,0,1,0,0,0,1,0,Win,NA,NA
119,30,3,4 man,All Star,Challenger,Frank,Nick,All-Time Memphis Grizzlies,NA,Mike Conley,PG,0,1,6,0,1,3,0,6,0,2,0,2,0,2,0,Loss,NA,NA
119,30,3,4 man,All Star,Challenger,Nick,Frank,All-Time Memphis Grizzlies,NA,Pau Gasol,PF,8,2,0,0,1,0,3,7,0,0,2,4,0,0,1,Loss,NA,NA
120,31,1,5 man,All Star,Dynasty,Nick,NA,2003-04 Minnesota Timberwolves,NA,Latrell Sprewell,SF,0,0,1,1,0,1,0,4,0,1,0,0,0,1,0,Win,NA,NA
120,31,1,5 man,All Star,Dynasty,MJ,NA,2003-04 Minnesota Timberwolves,NA,Trenton Hassell,SG,2,1,9,0,0,4,1,4,0,0,0,0,1,1,0,Win,NA,NA
120,31,1,5 man,All Star,Dynasty,Guy,NA,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,4,3,0,2,1,2,2,4,0,0,0,1,1,2,1,Loss,NA,NA
120,31,1,5 man,All Star,Challenger,Frank,NA,1997-98 Utah Jazz,NA,Bryon Russell,SF,0,0,1,0,0,0,0,7,0,5,0,0,0,3,0,Loss,NA,NA
120,31,1,5 man,All Star,Challenger,Ben,NA,1997-98 Utah Jazz,NA,John Stockton,PG,2,2,6,4,0,2,1,6,0,2,0,2,0,1,0,Loss,NA,NA
121,32,1,6 man,All Star,Challenger,Ben,NA,1993-94 Denver Nuggets,NA,Laphonso Ellis,PF,16,6,1,1,0,0,6,16,0,0,4,6,2,0,0,Loss,NA,NA
121,32,1,6 man,All Star,Challenger,Riley,NA,1993-94 Denver Nuggets,NA,Reggie Williams,SF,0,1,3,1,0,1,0,3,0,0,0,0,0,0,0,Loss,NA,NA
121,32,1,6 man,All Star,Challenger,Nick,NA,1993-94 Denver Nuggets,NA,Bryant Stith,SG,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Loss,NA,NA
121,32,1,6 man,All Star,Dynasty,MJ,NA,Charlotte Hornets,NA,Mark Williams,C,6,12,1,0,2,0,3,7,0,0,0,2,4,0,1,Win,NA,NA
121,32,1,6 man,All Star,Dynasty,Guy,NA,Charlotte Hornets,NA,Lamelo Ball,PG,4,2,7,0,0,3,1,4,0,1,2,2,0,1,1,Win,NA,NA
121,32,1,6 man,All Star,Dynasty,Frank,NA,Charlotte Hornets,NA,P.J. Washington,PF,11,1,1,0,3,0,5,7,0,0,1,2,0,3,1,Win,NA,NA
122,32,2,6 man,All Star,Challenger,Ben,NA,1985-86 Boston Celtics,NA,Larry Bird,SF,9,5,1,1,1,2,4,15,0,3,1,3,1,4,0,Loss,NA,NA
122,32,2,6 man,All Star,Challenger,Riley,NA,1985-86 Boston Celtics,NA,Robert Parish,C,2,12,1,1,0,2,1,4,0,0,0,2,3,1,1,Loss,NA,NA
122,32,2,6 man,All Star,Challenger,Nick,NA,1985-86 Boston Celtics,NA,Kevin McHale,PF,2,2,2,0,0,1,1,4,0,0,0,0,1,1,0,Loss,NA,NA
122,32,2,6 man,All Star,Dynasty,MJ,NA,Charlotte Hornets,NA,Mark Williams,C,7,10,1,0,1,0,3,5,0,0,1,1,4,0,2,Win,NA,NA
122,32,2,6 man,All Star,Dynasty,Guy,NA,Charlotte Hornets,NA,Lamelo Ball,PG,1,1,7,2,1,2,0,5,0,1,1,2,0,1,0,Win,NA,NA
122,32,2,6 man,All Star,Dynasty,Frank,NA,Charlotte Hornets,NA,P.J. Washington,PF,3,4,1,1,0,0,1,5,1,3,0,2,0,0,0,Win,NA,NA
123,32,3,6 man,All Star,Challenger,Riley,NA,1999-00 Portland Trail Blazers,NA,Detlef Schrempf,PF,5,3,4,5,0,2,2,6,0,2,1,2,1,2,0,Win,NA,NA
123,32,3,6 man,All Star,Challenger,Ben,NA,1999-00 Portland Trail Blazers,NA,Scottie Pippen,SF,12,6,1,0,2,1,5,10,0,0,2,2,0,2,4,Win,NA,NA
123,32,3,6 man,All Star,Challenger,Nick,NA,1999-00 Portland Trail Blazers,NA,Arvydas Sabonis,C,2,7,1,0,0,2,1,3,0,0,0,0,1,1,0,Win,NA,NA
123,32,3,6 man,All Star,Dynasty,MJ,NA,Charlotte Hornets,NA,Mark Williams,C,2,12,1,0,1,4,1,2,0,0,0,0,2,1,1,Loss,NA,NA
123,32,3,6 man,All Star,Dynasty,Guy,NA,Charlotte Hornets,NA,Lamelo Ball,PG,9,1,1,0,0,3,3,5,0,0,3,6,0,3,0,Loss,NA,NA
123,32,3,6 man,All Star,Dynasty,Frank,NA,Charlotte Hornets,NA,P.J. Washington,PF,6,0,2,1,0,0,2,7,2,4,0,2,0,1,0,Loss,NA,NA
124,33,1,6 man,All Star,CBC,Riley,NA,Orlando Magic,NA,Wendell Carter Jr.,C,0,10,1,1,2,2,0,10,0,4,0,0,3,1,0,Loss,NA,NA
124,33,1,6 man,All Star,CBC,MJ,NA,Orlando Magic,NA,Paolo Banchero,PF,13,5,1,0,1,0,6,11,0,1,1,4,2,1,5,Loss,NA,NA
124,33,1,6 man,All Star,CBC,Frank,NA,Orlando Magic,NA,Markelle Fultz,PG,7,0,3,1,1,0,2,7,0,0,3,3,0,3,1,Loss,NA,NA
124,33,1,6 man,All Star,CBC,Guy,NA,1971-72 New York Knicks,NA,Dave Debusschere,PF,8,8,1,0,0,2,3,8,0,0,2,4,1,1,0,Win,NA,NA
124,33,1,6 man,All Star,CBC,Nick,NA,1971-72 New York Knicks,NA,Jerry Lucas,C,1,3,3,0,0,0,0,4,0,0,1,2,1,1,0,Win,NA,NA
124,33,1,6 man,All Star,CBC,Ben,NA,1971-72 New York Knicks,NA,Walt Frazier,PG,17,4,5,0,1,2,8,13,0,0,1,1,0,5,0,Win,NA,NA
125,33,2,6 man,All Star,CBC,Riley,NA,2007-08 Denver Nuggets,NA,Carmelo Anthony,SF,3,6,5,0,2,1,1,9,0,2,1,3,0,1,0,Win,NA,NA
125,33,2,6 man,All Star,CBC,MJ,NA,2007-08 Denver Nuggets,NA,Kenyon Martin,PF,15,9,0,0,4,1,7,9,0,0,1,3,4,1,2,Win,NA,NA
125,33,2,6 man,All Star,CBC,Frank,NA,2007-08 Denver Nuggets,NA,Allen Iverson,PG,2,1,3,0,0,2,1,6,0,3,0,0,0,1,0,Win,NA,NA
125,33,2,6 man,All Star,CBC,Guy,NA,1971-72 New York Knicks,NA,Dave Debusschere,PF,2,8,2,0,0,1,1,5,0,0,0,0,1,1,0,Loss,NA,NA
125,33,2,6 man,All Star,CBC,Nick,NA,1971-72 New York Knicks,NA,Jerry Lucas,C,0,6,1,1,0,1,0,3,0,0,0,0,0,1,0,Loss,NA,NA
125,33,2,6 man,All Star,CBC,Ben,NA,1971-72 New York Knicks,NA,Walt Frazier,PG,15,1,1,1,0,0,7,17,0,0,1,2,1,3,3,Loss,NA,NA
126,34,1,4 man,All Star,Challenger,MJ,Frank,2006-07 Cleveland Cavaliers,NA,Eric Snow,PG,2,2,2,0,0,5,1,5,0,0,0,4,1,0,0,Loss,NA,NA
126,34,1,4 man,All Star,Challenger,Frank,MJ,2006-07 Cleveland Cavaliers,NA,Larry Hughes,SG,4,0,1,0,0,3,2,7,0,3,0,0,0,4,0,Loss,NA,NA
126,34,1,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,13,0,8,3,0,1,4,9,0,1,5,7,0,4,0,Win,NA,NA
126,34,1,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,4,7,0,0,1,0,2,4,0,0,0,0,2,0,1,Win,NA,NA
127,34,2,4 man,All Star,Challenger,MJ,Frank,2013-14 Los Angeles Clippers,NA,Matt Barnes,SF,1,1,2,0,0,1,0,3,0,1,1,2,0,0,0,Loss,NA,NA
127,34,2,4 man,All Star,Challenger,Frank,MJ,2013-14 Los Angeles Clippers,NA,DeAndre Jordan,C,4,7,0,1,2,2,2,7,0,0,0,4,3,1,1,Loss,NA,NA
127,34,2,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,6,0,8,0,1,3,3,5,0,0,0,0,0,1,0,Win,NA,NA
127,34,2,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,8,5,0,0,1,1,4,10,0,0,0,0,2,2,2,Win,NA,NA
128,34,3,4 man,All Star,Challenger,MJ,Frank,1998-99 New York Knicks,NA,Allan Houston,SG,4,1,1,1,0,1,2,12,0,2,0,2,1,0,1,Loss,NA,NA
128,34,3,4 man,All Star,Challenger,Frank,MJ,1998-99 New York Knicks,NA,Charlie Ward,PG,9,0,1,1,0,2,4,9,1,2,0,4,0,2,0,Loss,NA,NA
128,34,3,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,25,0,3,2,0,6,10,21,1,2,4,8,0,4,0,Win,NA,NA
128,34,3,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,4,9,0,0,1,0,2,4,0,0,0,0,0,0,1,Win,NA,NA
129,34,4,4 man,All Star,Challenger,MJ,Frank,Milwaukee Bucks,1995-96 Chicago Bulls,Khris Middleton,SF,4,2,3,1,0,3,0,6,0,4,4,4,0,2,0,Loss,NA,NA
129,34,4,4 man,All Star,Challenger,Frank,MJ,Milwaukee Bucks,1995-96 Chicago Bulls,Jrue Holiday,PG,0,1,2,0,0,4,0,4,0,3,0,0,0,5,4,Loss,NA,NA
129,34,4,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,14,0,5,5,0,1,5,10,0,1,4,8,0,4,0,Win,NA,NA
129,34,4,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,6,4,1,0,2,0,3,4,0,0,0,0,1,2,0,Win,NA,NA
130,34,5,4 man,All Star,Challenger,MJ,Frank,2003-04 Los Angeles Lakers,1995-96 Chicago Bulls,Shaquille O'Neal,C,10,9,1,1,0,1,5,14,0,0,0,0,2,0,3,Loss,NA,NA
130,34,5,4 man,All Star,Challenger,Frank,MJ,2003-04 Los Angeles Lakers,1995-96 Chicago Bulls,Rick Fox,SF,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,Loss,NA,NA
130,34,5,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,0,0,9,1,0,3,0,2,0,2,0,0,0,2,0,Win,NA,NA
130,34,5,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,0,5,0,0,1,0,0,0,0,0,0,2,0,1,0,Win,NA,NA
131,34,6,4 man,All Star,Challenger,MJ,Frank,Dallas Mavericks,2005-06 Memphis Grizzlies,Kyrie Irving,SG,21,1,1,1,0,2,8,15,1,5,4,7,1,1,0,Loss,NA,NA
131,34,6,4 man,All Star,Challenger,Frank,MJ,Dallas Mavericks,2005-06 Memphis Grizzlies,Reggie Bullock,PF,0,4,0,0,0,1,0,6,0,4,0,0,0,1,0,Loss,NA,NA
131,34,6,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,3,0,14,1,0,4,1,3,1,1,0,0,0,2,0,Win,NA,NA
131,34,6,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,5,5,0,0,0,1,2,3,0,0,1,3,1,1,0,Win,NA,NA
132,34,7,4 man,All Star,Challenger,MJ,Frank,Charlotte Hornets,1994-95 Orlando Magic,Mark Williams,C,10,8,1,0,0,6,5,11,0,0,0,0,3,3,1,Loss,NA,NA
132,34,7,4 man,All Star,Challenger,Frank,MJ,Charlotte Hornets,1994-95 Orlando Magic,Terry Rozier III,SG,2,0,4,1,1,5,1,8,0,3,0,0,0,2,1,Loss,NA,NA
132,34,7,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,19,3,5,2,0,2,8,13,1,2,2,2,2,0,0,Win,NA,NA
132,34,7,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,11,4,2,0,1,1,5,9,0,0,1,2,0,0,3,Win,NA,NA
133,34,8,4 man,All Star,Challenger,MJ,Frank,1997-98 Los Angeles Lakers,Portland Trail Blazers,Rick Fox,SF,9,0,5,1,0,1,3,5,1,2,2,2,0,2,2,Loss,NA,NA
133,34,8,4 man,All Star,Challenger,Frank,MJ,1997-98 Los Angeles Lakers,Portland Trail Blazers,Shaquille O'Neal,C,6,10,1,0,3,1,3,9,0,0,0,6,0,1,1,Loss,NA,NA
133,34,8,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,7,2,9,1,0,1,3,7,0,0,1,2,0,2,0,Win,NA,NA
133,34,8,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,0,10,0,0,1,1,0,5,0,0,0,0,1,2,0,Win,NA,NA
134,34,9,4 man,All Star,Challenger,MJ,Frank,2018-19 Toronto Raptors,Washington Wizards,Danny Green,SG,4,1,4,2,1,0,1,4,0,0,2,6,0,1,0,Loss,NA,NA
134,34,9,4 man,All Star,Challenger,Frank,MJ,2018-19 Toronto Raptors,Washington Wizards,Serge Ibaka,C,6,5,1,2,1,1,2,6,0,2,2,4,0,1,1,Loss,NA,NA
134,34,9,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,3,1,7,2,0,7,0,5,0,1,3,3,1,2,0,Win,NA,NA
134,34,9,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,2,4,0,0,0,0,1,3,0,0,0,0,0,1,2,Win,NA,NA
135,35,1,4 man,All Star,Dynasty,Ben,Guy,Cleveland Cavaliers,NA,Isaac Okoro,SF,8,1,1,0,0,2,3,10,0,2,2,2,1,1,2,Win,NA,NA
135,35,1,4 man,All Star,Dynasty,Guy,Ben,Cleveland Cavaliers,NA,Jarrett Allen,C,7,11,2,1,0,1,2,4,0,1,3,6,1,4,2,Win,NA,NA
135,35,1,4 man,All Star,Challenger,MJ,Frank,1993-94 Houston Rockets,NA,Robert Horry,SF,3,1,2,0,0,2,0,6,0,3,3,4,0,3,0,Loss,NA,NA
135,35,1,4 man,All Star,Challenger,Frank,MJ,1993-94 Houston Rockets,NA,Hakeem Olajuwon,C,15,12,1,0,2,0,7,16,0,0,1,2,5,2,4,Loss,NA,NA
136,26,2,5 man,All Star,Dynasty,Ben,NA,Denver Nuggets,NA,Nikola Jokic,C,8,10,4,0,1,1,4,10,0,2,0,0,2,0,2,Win,TRUE,NA
136,26,2,5 man,All Star,Dynasty,Frank,NA,Denver Nuggets,NA,Michael Porter Jr.,SF,5,1,7,1,0,1,2,2,0,0,1,2,0,1,2,Win,TRUE,NA
136,26,2,5 man,All Star,Challenger,Riley,NA,2015-16 Cleveland Cavaliers,NA,Tristan Thompson,C,2,8,2,2,0,1,1,1,0,0,0,0,1,0,0,Loss,TRUE,NA
136,26,2,5 man,All Star,Challenger,Guy,NA,2015-16 Cleveland Cavaliers,NA,J.R. Smith,SG,0,0,4,1,0,3,0,3,0,2,0,0,0,1,0,Loss,TRUE,NA
136,26,2,5 man,All Star,Challenger,MJ,NA,2015-16 Cleveland Cavaliers,NA,Kevin Love,PF,2,5,1,0,0,0,1,3,0,1,0,0,3,1,1,Loss,TRUE,NA
137,26,3,5 man,All Star,Dynasty,Ben,NA,Denver Nuggets,NA,Nikola Jokic,C,12,10,3,0,0,1,4,10,0,2,4,6,0,1,3,Loss,NA,NA
137,26,3,5 man,All Star,Dynasty,Frank,NA,Denver Nuggets,NA,Michael Porter Jr.,SF,10,0,1,1,0,1,3,10,0,4,4,5,0,1,3,Loss,NA,NA
137,26,3,5 man,All Star,Challenger,Riley,NA,2013-14 San Antonio Spurs,NA,Kawhi Leonard,SF,26,3,4,2,0,0,11,17,1,2,3,3,1,2,8,Win,NA,NA
137,26,3,5 man,All Star,Challenger,Guy,NA,2013-14 San Antonio Spurs,NA,Tony Parker,PG,7,0,4,1,0,1,2,9,1,5,2,2,0,2,0,Win,NA,NA
137,26,3,5 man,All Star,Challenger,MJ,NA,2013-14 San Antonio Spurs,NA,Danny Green,SG,8,1,2,0,0,1,2,4,2,2,2,4,0,1,0,Win,NA,NA
138,8,5,4 man,All Star,Dynasty,Ben,MJ,2001-02 Sacramento Kings,NA,Scot Pollard,PF,4,5,3,0,0,2,2,2,0,0,0,2,0,0,1,Win,NA,NA
138,8,5,4 man,All Star,Dynasty,MJ,Ben,2001-02 Sacramento Kings,NA,Mike Bibby,PG,16,2,7,1,0,3,5,11,0,0,6,8,0,3,0,Win,NA,NA
138,8,5,4 man,All Star,Challenger,Riley,Guy,1971-72 New York Knicks,Washington Wizards,Bill Bradley,SF,2,3,3,2,0,1,1,4,0,2,0,0,0,3,1,Loss,NA,NA
138,8,5,4 man,All Star,Challenger,Guy,Riley,1971-72 New York Knicks,Washington Wizards,Dick Barnett,SG,2,0,1,1,0,1,1,3,0,1,0,8,0,1,1,Loss,NA,NA
139,8,6,4 man,All Star,Dynasty,Ben,MJ,2001-02 Sacramento Kings,NA,Scot Pollard,PF,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,Loss,NA,NA
139,8,6,4 man,All Star,Dynasty,MJ,Ben,2001-02 Sacramento Kings,NA,Mike Bibby,PG,10,0,3,0,0,5,4,13,1,3,1,2,0,3,0,Loss,NA,NA
139,8,6,4 man,All Star,Challenger,Riley,Guy,Minnesota Timberwolves,2004-05 San Antonio Spurs,Jaden McDaniels,SF,2,0,3,1,0,3,1,3,0,2,0,0,0,0,0,Win,NA,NA
139,8,6,4 man,All Star,Challenger,Guy,Riley,Minnesota Timberwolves,2004-05 San Antonio Spurs,Mike Conley,PG,14,2,7,1,0,1,5,11,0,1,4,4,0,2,0,Win,NA,NA
140,36,1,4 man,All Star,Challenger,Riley,Ben,Orlando Magic,NA,Franz Wagner,SF,8,1,4,3,0,2,3,12,0,4,2,2,0,3,2,Loss,NA,NA
140,36,1,4 man,All Star,Challenger,Ben,Riley,Orlando Magic,NA,Paolo Banchero,PF,8,4,2,0,1,0,3,6,0,0,2,4,0,1,0,Loss,NA,NA
140,36,1,4 man,All Star,Dynasty,Guy,MJ,New Orleans Pelicans,NA,C.J. McCollum,PG,2,2,6,0,0,4,1,5,0,2,0,0,1,2,0,Win,NA,NA
140,36,1,4 man,All Star,Dynasty,MJ,Guy,New Orleans Pelicans,NA,Brandon Ingram,SF,10,3,2,0,0,1,4,10,0,1,2,2,2,1,3,Win,NA,NA
141,37,1,5 man,All Star,CBC,MJ,NA,1995-96 Chicago Bulls,NA,Michael Jordan,SG,21,3,5,1,1,1,8,16,0,1,5,9,0,3,4,Win,NA,NA
141,37,1,5 man,All Star,CBC,Frank,NA,1995-96 Chicago Bulls,NA,Luc Longley,C,0,10,2,1,1,0,0,2,0,0,0,0,1,2,0,Win,NA,NA
141,37,1,5 man,All Star,CBC,Guy,NA,1997-98 Los Angeles Lakers,NA,Shaquille O'Neal,C,2,12,1,0,3,1,1,14,0,0,0,2,4,4,0,Loss,NA,NA
141,37,1,5 man,All Star,CBC,Nick,NA,1997-98 Los Angeles Lakers,NA,Nick Van Exel,PG,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,Loss,NA,NA
141,37,1,5 man,All Star,CBC,Riley,NA,1997-98 Los Angeles Lakers,NA,Rick Fox,SF,1,0,2,2,0,5,0,3,0,1,1,3,0,3,0,Loss,NA,NA
142,37,2,5 man,All Star,CBC,MJ,NA,1995-96 Chicago Bulls,NA,Michael Jordan,SG,18,1,0,0,1,3,6,19,0,3,6,8,0,3,5,Loss,NA,NA
142,37,2,5 man,All Star,CBC,Frank,NA,1995-96 Chicago Bulls,NA,Luc Longley,C,0,10,1,0,1,0,0,1,0,0,0,2,2,1,0,Loss,NA,NA
142,37,2,5 man,All Star,CBC,Guy,NA,2003-04 Detroit Pistons,NA,Chauncey Billups,PG,8,0,6,2,1,2,3,10,0,4,2,2,0,4,0,Win,NA,NA
142,37,2,5 man,All Star,CBC,Nick,NA,2003-04 Detroit Pistons,NA,Darko Milicic,PF,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,Win,NA,NA
142,37,2,5 man,All Star,CBC,Riley,NA,2003-04 Detroit Pistons,NA,Ben Wallace,C,15,8,0,1,1,0,7,10,0,0,1,5,0,3,5,Loss,NA,NA
143,38,1,5 man,All Star,Challenger,Guy,NA,2005-06 Memphis Grizzlies,NA,Pau Gasol,C,10,7,2,2,2,3,5,12,0,0,0,0,1,1,2,Loss,NA,NA
143,38,1,5 man,All Star,Challenger,Riley,NA,2005-06 Memphis Grizzlies,NA,Mike Miller,SG,12,1,4,2,0,2,5,10,2,5,0,0,0,4,0,Loss,NA,NA
143,38,1,5 man,All Star,Challenger,Frank,NA,2005-06 Memphis Grizzlies,NA,Shane Battier,PF,0,2,3,1,0,1,0,3,0,1,0,2,0,2,0,Loss,NA,NA
143,38,1,5 man,All Star,Dynasty,MJ,NA,Phoenix Suns,NA,Devin Booker,SG,21,1,2,1,0,3,7,11,0,0,7,7,1,1,4,Win,NA,NA
143,38,1,5 man,All Star,Dynasty,Nick,NA,Phoenix Suns,NA,Deandre Ayton,C,2,13,1,0,0,3,1,3,0,0,0,0,1,1,0,Win,NA,NA
144,38,2,5 man,All Star,Challenger,Guy,NA,2006-07 Washington Wizards,NA,Gilbert Arenas,PG,8,2,2,0,0,2,2,12,1,7,3,3,0,3,0,Loss,NA,NA
144,38,2,5 man,All Star,Challenger,Riley,NA,2006-07 Washington Wizards,NA,Deshawn Stevenson,SG,9,3,1,2,0,1,3,10,1,4,2,2,1,3,1,Loss,NA,NA
144,38,2,5 man,All Star,Challenger,Frank,NA,2006-07 Washington Wizards,NA,Brendan Haywood,C,2,13,0,1,0,6,1,4,0,0,0,4,4,0,0,Loss,NA,NA
144,38,2,5 man,All Star,Dynasty,MJ,NA,Phoenix Suns,NA,Devin Booker,SG,13,2,3,1,0,5,5,15,0,2,3,4,0,4,2,Win,NA,NA
144,38,2,5 man,All Star,Dynasty,Nick,NA,Phoenix Suns,NA,Deandre Ayton,C,0,11,2,0,0,0,0,2,0,0,0,0,1,3,0,Win,NA,NA
145,36,2,4 man,All Star,Challenger,Riley,Ben,Cleveland Cavaliers,NA,Evan Mobley,PF,2,6,6,3,2,2,1,3,0,0,0,0,4,1,0,Loss,NA,NA
145,36,2,4 man,All Star,Challenger,Ben,Riley,Cleveland Cavaliers,NA,Jarrett Allen,C,9,8,0,1,3,0,4,4,0,0,1,2,2,1,3,Loss,NA,NA
145,36,2,4 man,All Star,Dynasty,Guy,MJ,New Orleans Pelicans,NA,C.J. McCollum,PG,2,0,5,0,0,2,0,1,0,1,2,2,0,2,0,Win,NA,NA
145,36,2,4 man,All Star,Dynasty,MJ,Guy,New Orleans Pelicans,NA,Brandon Ingram,SF,7,4,4,0,0,0,3,10,0,3,1,2,2,1,4,Win,NA,NA
146,36,3,4 man,All Star,Challenger,Riley,Ben,2006-07 Washington Wizards,NA,Antawn Jamison,PF,11,11,3,4,0,2,2,3,1,2,6,6,2,2,1,Win,NA,NA
146,36,3,4 man,All Star,Challenger,Ben,Riley,2006-07 Washington Wizards,NA,Gilbert Arenas,PG,21,1,7,2,0,1,9,16,0,2,3,4,0,0,7,Win,NA,NA
146,36,3,4 man,All Star,Dynasty,Guy,MJ,New Orleans Pelicans,NA,C.J. McCollum,PG,4,1,2,0,0,6,1,3,0,1,2,2,0,2,0,Loss,NA,NA
146,36,3,4 man,All Star,Dynasty,MJ,Guy,New Orleans Pelicans,NA,Brandon Ingram,SF,8,2,3,0,0,3,3,13,2,8,0,1,0,1,0,Loss,NA,NA
147,39,1,4 man,All Star,CBC,Riley,MJ,Orlando Magic,NA,Gary Harris,SG,15,1,3,2,0,0,4,11,4,6,3,4,0,4,0,Win,NA,NA
147,39,1,4 man,All Star,CBC,MJ,Riley,Orlando Magic,NA,Paolo Banchero,PF,3,4,2,1,0,1,1,5,0,0,1,2,1,1,1,Win,NA,NA
147,39,1,4 man,All Star,CBC,Guy,Ben,1993-94 Houston Rockets,NA,Hakeem Olajuwon,C,22,8,1,0,2,4,10,16,0,0,2,7,1,2,2,Loss,NA,NA
147,39,1,4 man,All Star,CBC,Ben,Guy,1993-94 Houston Rockets,NA,Vernon Maxwell,SG,4,1,7,0,0,2,1,3,0,1,2,2,0,3,1,Loss,NA,NA
148,39,2,4 man,All Star,CBC,Riley,MJ,Orlando Magic,NA,Gary Harris,SG,4,0,7,1,0,1,2,7,0,4,0,0,0,2,0,Loss,TRUE,NA
148,39,2,4 man,All Star,CBC,MJ,Riley,Orlando Magic,NA,Paolo Banchero,PF,4,4,3,1,1,1,2,4,0,0,0,2,0,1,1,Loss,TRUE,NA
148,39,2,4 man,All Star,CBC,Guy,Ben,1996-97 Miami Heat,NA,Tim Hardaway,PG,4,0,10,1,0,2,2,8,0,4,0,2,0,1,0,Win,TRUE,NA
148,39,2,4 man,All Star,CBC,Ben,Guy,1996-97 Miami Heat,NA,Jamal Mashburn,SF,12,2,2,1,0,0,4,8,0,1,4,4,2,2,3,Win,TRUE,NA
149,40,1,6 man,All Star,Dynasty,Ben,NA,Utah Jazz,NA,Lauri Markkanen,SF,17,3,3,0,0,0,8,10,1,1,0,0,0,0,5,Win,NA,NA
149,40,1,6 man,All Star,Dynasty,Guy,NA,Utah Jazz,NA,Walker Kessler,C,6,9,3,0,2,2,3,7,0,0,0,3,1,1,0,Win,NA,NA
149,40,1,6 man,All Star,Dynasty,Riley,NA,Utah Jazz,NA,Colin Sexton,PG,10,2,7,1,0,1,5,8,0,2,0,0,0,5,1,Win,NA,NA
