game_number,dynasty_number,dynasty_game_number,gamemode,difficulty,context,person,teammate,team,ignored,player,pos,pts,reb,ast,stl,blk,to,fgm,fga,X3pm,X3pa,ftm,fta,or,fls,dnk,result,ot,dbl_ot
49,1,4,4 man,All Star,Challenger,Frank,Ben,2002-03 Dallas Mavericks,1984-85 Milwaukee Bucks,Dirk Nowitzki,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loss,NA,NA
49,1,4,4 man,All Star,Challenger,Ben,Frank,2002-03 Dallas Mavericks,1984-85 Milwaukee Bucks,Steve Nash,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loss,NA,NA
50,1,5,4 man,All Star,Dynasty,Guy,Riley,2001-02 Sacramento Kings,NA,Mike Bibby,PG,16,1,1,1,0,0,5,13,3,7,3,4,0,1,0,Win,NA,NA
50,1,5,4 man,All Star,Dynasty,Riley,Guy,2001-02 Sacramento Kings,NA,Vlade Divac,C,7,6,4,2,2,1,3,6,0,0,1,4,2,1,2,Win,NA,NA
50,1,5,4 man,All Star,Challenger,Frank,Ben,Washington Wizards,1964-65 Los Angeles Lakers,Kristaps Porzingis,PF,2,4,2,1,4,2,1,6,0,0,0,0,0,2,1,Loss,NA,NA
50,1,5,4 man,All Star,Challenger,Ben,Frank,Washington Wizards,1964-65 Los Angeles Lakers,Bradley Beal,SG,7,0,4,0,0,1,2,10,0,4,3,6,0,1,0,Loss,NA,NA
51,1,6,4 man,All Star,Dynasty,Guy,Riley,2001-02 Sacramento Kings,NA,Mike Bibby,PG,13,1,3,1,0,2,6,12,1,4,0,0,0,4,0,Loss,NA,NA
51,1,6,4 man,All Star,Dynasty,Riley,Guy,2001-02 Sacramento Kings,NA,Vlade Divac,C,4,6,2,1,2,1,1,3,0,0,2,6,0,1,0,Loss,NA,NA
51,1,6,4 man,All Star,Challenger,Frank,Ben,2011-12 New York Knicks,1970-71 Milwaukee Bucks,Landry Fields,SG,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,Win,NA,NA
51,1,6,4 man,All Star,Challenger,Ben,Frank,2011-12 New York Knicks,1970-71 Milwaukee Bucks,Jeremy Lin,PG,12,2,6,2,0,0,5,11,0,0,2,4,0,4,0,Win,NA,NA
52,13,1,4 man,All Star,Dynasty,Guy,Ben,Sacramento Kings,NA,Harrison Barnes,SF,12,3,1,0,0,2,4,14,4,8,0,0,2,0,0,Win,NA,NA
52,13,1,4 man,All Star,Dynasty,Ben,Guy,Sacramento Kings,NA,Kevin Huerter,SG,19,3,2,1,1,3,7,13,3,5,2,2,1,1,2,Win,NA,NA
52,13,1,4 man,All Star,Challenger,Riley,Frank,2007-08 Denver Nuggets,NA,Marcus Camby,C,1,8,2,1,3,2,0,1,0,0,1,2,0,1,0,Loss,NA,NA
52,13,1,4 man,All Star,Challenger,Frank,Riley,2007-08 Denver Nuggets,NA,Carmelo Anthony,SF,18,0,2,0,0,1,8,20,1,2,1,3,0,2,4,Loss,NA,NA
53,13,2,4 man,All Star,Dynasty,Guy,Ben,Sacramento Kings,NA,Harrison Barnes,SF,14,4,3,0,0,1,5,11,4,9,0,0,0,0,1,Win,NA,NA
53,13,2,4 man,All Star,Dynasty,Ben,Guy,Sacramento Kings,NA,Kevin Huerter,SG,6,5,5,0,1,1,3,12,0,2,0,0,0,2,2,Win,NA,NA
53,13,2,4 man,All Star,Challenger,Riley,Frank,1976-77 Philadelphia 76ers,NA,George McGinnis,PF,3,3,2,1,0,1,1,2,0,0,1,2,1,1,0,Loss,NA,NA
53,13,2,4 man,All Star,Challenger,Frank,Riley,1976-77 Philadelphia 76ers,NA,Doug Collins,SG,6,0,0,1,0,0,3,18,0,3,0,0,0,2,0,Loss,NA,NA
54,12,4,4 man,All Star,Dynasty,MJ,Riley,2013-14 San Antonio Spurs,NA,Kawhi Leonard,SF,8,0,1,3,0,1,2,14,1,9,3,4,0,1,0,Loss,NA,NA
54,12,4,4 man,All Star,Dynasty,Riley,MJ,2013-14 San Antonio Spurs,NA,Tiago Splitter,C,4,4,1,2,0,2,1,3,0,0,2,2,3,1,1,Loss,NA,NA
54,12,4,4 man,All Star,Challenger,Frank,Ben,Milwaukee Bucks,2012-13 Memphis Grizzlies,Brook Lopez,C,4,6,1,0,2,3,2,4,0,2,0,0,0,2,2,Win,NA,NA
54,12,4,4 man,All Star,Challenger,Ben,Frank,Milwaukee Bucks,2012-13 Memphis Grizzlies,Giannis Antetokounmpo,PF,18,4,3,0,1,2,7,10,0,0,4,5,0,2,3,Win,NA,NA
55,14,1,4 man,All Star,Dynasty,MJ,Ben,Sacramento Kings,NA,Keegan Murray,PF,14,5,3,1,1,1,7,8,0,1,0,0,0,0,4,Win,NA,NA
55,14,1,4 man,All Star,Dynasty,Ben,MJ,Sacramento Kings,NA,Domantas Sabonis,C,4,3,1,0,1,0,1,1,0,0,2,2,0,0,0,Win,NA,NA
55,14,1,4 man,All Star,Challenger,Frank,Riley,1985-86 Atlanta Hawks,NA,Randy Wittman,SG,4,0,0,0,0,1,1,5,0,0,2,4,0,1,1,Loss,NA,NA
55,14,1,4 man,All Star,Challenger,Riley,Frank,1985-86 Atlanta Hawks,NA,Doc Rivers,PG,0,1,7,0,0,2,0,1,0,0,0,0,0,0,0,Loss,NA,NA
56,14,2,4 man,All Star,Dynasty,MJ,Ben,Sacramento Kings,NA,Keegan Murray,PF,8,0,1,0,1,1,4,6,0,1,0,0,0,1,1,Win,NA,NA
56,14,2,4 man,All Star,Dynasty,Ben,MJ,Sacramento Kings,NA,Domantas Sabonis,C,11,13,1,0,0,0,4,6,0,0,3,4,1,0,2,Win,NA,NA
56,14,2,4 man,All Star,Challenger,Frank,Riley,Phoenix Suns,NA,Devin Booker,SG,4,0,6,0,0,0,2,8,0,2,0,0,0,1,1,Loss,NA,NA
56,14,2,4 man,All Star,Challenger,Riley,Frank,Phoenix Suns,NA,Josh Okogie,SF,2,0,2,3,0,3,1,3,0,0,0,1,0,3,1,Loss,NA,NA
57,14,3,4 man,All Star,Dynasty,MJ,Ben,Sacramento Kings,NA,Keegan Murray,PF,10,0,2,0,1,1,4,6,1,1,1,1,0,0,3,Win,NA,NA
57,14,3,4 man,All Star,Dynasty,Ben,MJ,Sacramento Kings,NA,Domantas Sabonis,C,14,9,2,0,0,0,6,7,0,0,2,2,2,1,3,Win,NA,NA
57,14,3,4 man,All Star,Challenger,Frank,Riley,Phoenix Suns,NA,Chris Paul,PG,3,1,3,1,0,1,1,3,1,1,0,0,0,4,0,Loss,NA,NA
57,14,3,4 man,All Star,Challenger,Riley,Frank,Phoenix Suns,NA,Kevin Durant,PF,20,5,4,0,0,1,9,15,0,1,2,2,2,3,5,Loss,NA,NA
58,14,4,4 man,All Star,Dynasty,MJ,Ben,Sacramento Kings,NA,Keegan Murray,PF,10,1,0,4,0,1,5,7,0,0,0,0,1,3,4,Loss,NA,NA
58,14,4,4 man,All Star,Dynasty,Ben,MJ,Sacramento Kings,NA,Domantas Sabonis,C,4,8,1,1,0,1,1,3,0,1,2,2,1,0,0,Loss,NA,NA
58,14,4,4 man,All Star,Challenger,Frank,Riley,2005-06 Memphis Grizzlies,2006-07 Washington Wizards,Eddie Jones,SF,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,Win,NA,NA
58,14,4,4 man,All Star,Challenger,Riley,Frank,2005-06 Memphis Grizzlies,2006-07 Washington Wizards,Shane Battier,PF,12,3,4,2,1,3,6,14,0,1,0,0,1,4,4,Win,NA,NA
59,0,1,4 man,All Star,CBC,MJ,Frank,1984-85 Milwaukee Bucks,NA,Craig Hodges,PG,2,1,6,2,0,4,0,3,0,1,2,2,0,1,0,Win,NA,NA
59,0,1,4 man,All Star,CBC,Frank,MJ,1984-85 Milwaukee Bucks,NA,Sidney Moncrief,SG,2,1,4,0,0,3,1,6,0,0,0,0,0,1,0,Win,NA,NA
59,0,1,4 man,All Star,Challenger,Ben,Riley,Brooklyn Nets,NA,Spencer Dinwiddie,PG,7,0,5,0,0,2,3,9,0,1,1,2,0,3,0,Loss,NA,NA
59,0,1,4 man,All Star,Challenger,Riley,Ben,Brooklyn Nets,NA,Dorian Finney-Smith,PF,3,1,3,4,0,1,1,4,0,0,1,2,0,0,1,Loss,NA,NA
60,0,2,4 man,All Star,CBC,MJ,Frank,1984-85 Milwaukee Bucks,NA,Craig Hodges,PG,1,1,0,0,0,2,0,4,0,3,1,2,0,1,0,Loss,NA,NA
60,0,2,4 man,All Star,CBC,Frank,MJ,1984-85 Milwaukee Bucks,NA,Sidney Moncrief,SG,12,0,0,0,0,0,4,15,0,0,4,4,0,1,1,Loss,NA,NA
60,0,2,4 man,All Star,Challenger,Ben,Riley,All-Time Utah Jazz,NA,Pete Maravich,SG,29,5,4,1,0,1,12,24,3,10,2,2,2,4,1,Win,NA,NA
60,0,2,4 man,All Star,Challenger,Riley,Ben,All-Time Utah Jazz,NA,Karl Malone,PF,11,10,5,3,2,2,5,7,0,0,1,4,0,1,1,Win,NA,NA
61,0,1,4 man,All Star,CBC,Ben,Frank,2010-11 Chicago Bulls,NA,Carlos Boozer,PF,4,4,2,0,0,1,2,2,0,0,0,0,1,0,0,Win,NA,NA
61,0,1,4 man,All Star,CBC,Frank,Ben,2010-11 Chicago Bulls,NA,Ronnie Brewer,SG,4,1,4,1,0,1,2,7,0,0,0,0,1,3,0,Win,NA,NA
61,0,1,4 man,All Star,Challenger,MJ,Riley,1985-86 Boston Celtics,NA,Larry Bird,SF,4,1,1,1,0,3,1,10,1,3,1,2,0,2,0,Loss,NA,NA
61,0,1,4 man,All Star,Challenger,Riley,MJ,1985-86 Boston Celtics,NA,Kevin McHale,PF,6,4,0,0,0,2,3,4,0,0,0,2,0,0,1,Loss,NA,NA
62,0,2,4 man,All Star,CBC,Ben,Frank,2010-11 Chicago Bulls,NA,Carlos Boozer,PF,2,3,2,1,0,3,1,7,0,0,0,0,1,2,1,Loss,NA,NA
62,0,2,4 man,All Star,CBC,Frank,Ben,2010-11 Chicago Bulls,NA,Ronnie Brewer,SG,0,1,2,0,0,1,0,4,0,0,0,4,1,4,0,Loss,NA,NA
62,0,2,4 man,All Star,Challenger,MJ,Riley,All-Time Dallas Mavericks,NA,Dirk Nowitzki,PF,20,9,0,2,0,0,8,14,0,1,4,4,2,0,4,Win,NA,NA
62,0,2,4 man,All Star,Challenger,Riley,MJ,All-Time Dallas Mavericks,NA,Rolando Blackman,SG,12,1,10,2,0,2,4,7,0,0,4,4,1,3,3,Win,NA,NA
63,0,1,4 man,All Star,CBC,MJ,Ben,2001-02 New Jersey Nets,NA,Kenyon Martin,PF,7,4,1,2,2,0,3,8,1,3,0,0,0,1,1,Win,NA,NA
63,0,1,4 man,All Star,CBC,Ben,MJ,2001-02 New Jersey Nets,NA,Jason Kidd,PG,10,1,4,0,0,0,1,8,1,1,7,10,1,1,0,Win,NA,NA
63,0,1,4 man,All Star,Challenger,Frank,Riley,2003-04 Minnesota Timberwolves,NA,Kevin Garnett,PF,11,11,2,0,1,3,5,13,0,0,1,2,4,2,3,Loss,NA,NA
63,0,1,4 man,All Star,Challenger,Riley,Frank,2003-04 Minnesota Timberwolves,NA,Trenton Hassell,SG,2,1,4,1,0,3,1,2,0,1,0,0,0,4,0,Loss,NA,NA
64,0,2,4 man,All Star,CBC,MJ,Ben,2001-02 New Jersey Nets,NA,Kenyon Martin,PF,2,4,1,0,1,0,1,6,0,1,0,4,0,0,0,Loss,NA,NA
64,0,2,4 man,All Star,CBC,Ben,MJ,2001-02 New Jersey Nets,NA,Jason Kidd,PG,10,2,3,1,0,2,3,9,0,0,4,4,0,2,0,Loss,NA,NA
64,0,2,4 man,All Star,Challenger,Frank,Riley,Portland Trail Blazers,NA,Jerami Grant,PF,16,3,1,0,0,1,6,13,3,4,1,2,1,3,1,Win,NA,NA
64,0,2,4 man,All Star,Challenger,Riley,Frank,Portland Trail Blazers,NA,Jusuf Nurkic,C,6,10,4,1,1,1,3,6,0,1,0,0,2,1,1,Win,NA,NA
65,15,1,4 man,All Star,Dynasty,Riley,Ben,2013-14 Indiana Pacers,NA,Lance Stephenson,SG,5,0,2,1,0,2,2,5,1,1,0,2,0,1,1,Win,NA,NA
65,15,1,4 man,All Star,Dynasty,Ben,Riley,2013-14 Indiana Pacers,NA,George Hill,PG,11,2,6,0,0,1,5,10,1,2,0,0,1,2,0,Win,NA,NA
65,15,1,4 man,All Star,Challenger,MJ,Frank,1998-99 New York Knicks,NA,Latrell Sprewell,SF,4,2,5,0,0,2,1,3,0,0,2,2,1,2,0,Loss,NA,NA
65,15,1,4 man,All Star,Challenger,Frank,MJ,1998-99 New York Knicks,NA,Charlie Ward,PG,3,4,3,1,1,5,1,3,0,0,1,4,0,1,0,Loss,NA,NA
66,15,2,4 man,All Star,Dynasty,Riley,Ben,2013-14 Indiana Pacers,NA,Lance Stephenson,SG,6,1,1,1,0,1,3,7,0,3,0,0,0,1,2,Win,NA,NA
66,15,2,4 man,All Star,Dynasty,Ben,Riley,2013-14 Indiana Pacers,NA,George Hill,PG,4,0,3,0,0,2,1,6,0,2,2,2,0,1,0,Win,NA,NA
66,15,2,4 man,All Star,Challenger,MJ,Frank,Cleveland Cavaliers,NA,Jarrett Allen,C,9,13,1,0,1,2,2,5,0,0,5,6,3,1,1,Loss,NA,NA
66,15,2,4 man,All Star,Challenger,Frank,MJ,Cleveland Cavaliers,NA,Darius Garland,PG,4,0,4,2,0,2,2,5,0,0,0,0,0,1,1,Loss,NA,NA
67,15,3,4 man,All Star,Dynasty,Riley,Ben,2013-14 Indiana Pacers,NA,Lance Stephenson,SG,9,2,3,1,0,1,3,8,2,4,1,2,0,1,1,Win,NA,NA
67,15,3,4 man,All Star,Dynasty,Ben,Riley,2013-14 Indiana Pacers,NA,George Hill,PG,16,0,3,0,0,0,6,12,3,5,1,2,0,3,0,Win,NA,NA
67,15,3,4 man,All Star,Challenger,MJ,Frank,Philadelphia 76ers,NA,P.J. Tucker,PF,5,4,1,1,1,2,1,3,0,1,3,4,0,0,1,Loss,NA,NA
67,15,3,4 man,All Star,Challenger,Frank,MJ,Philadelphia 76ers,NA,Tobias Harris,SF,2,2,10,1,2,1,1,2,0,0,0,0,0,1,1,Loss,NA,NA
68,15,4,4 man,All Star,Dynasty,Riley,Ben,2013-14 Indiana Pacers,NA,Lance Stephenson,SG,12,1,7,1,0,1,6,10,0,2,0,2,0,0,4,Loss,NA,NA
68,15,4,4 man,All Star,Dynasty,Ben,Riley,2013-14 Indiana Pacers,NA,George Hill,PG,4,2,5,0,0,2,2,3,0,0,0,0,0,1,0,Loss,NA,NA
68,15,4,4 man,All Star,Challenger,MJ,Frank,2015-16 Cleveland Cavaliers,NA,LeBron James,SF,14,7,6,1,0,3,7,12,0,0,0,0,2,4,5,Win,NA,NA
68,15,4,4 man,All Star,Challenger,Frank,MJ,2015-16 Cleveland Cavaliers,NA,Kevin Love,PF,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,Win,NA,NA
69,0,1,4 man,All Star,CBC,Frank,MJ,2010-11 Dallas Mavericks,NA,DeShawn Stevenson,SG,13,2,3,1,0,0,4,21,2,11,3,3,2,1,1,Win,NA,NA
69,0,1,4 man,All Star,CBC,MJ,Frank,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,2,6,2,1,0,1,1,5,0,0,0,0,1,1,1,Win,NA,NA
69,0,1,4 man,All Star,Challenger,Ben,Nick,2007-08 Denver Nuggets,NA,Kenyon Martin,PF,6,8,3,1,6,3,2,6,0,0,2,10,0,2,2,Loss,NA,NA
69,0,1,4 man,All Star,Challenger,Nick,Ben,2007-08 Denver Nuggets,NA,Marcus Camby,C,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,Loss,NA,NA
70,0,2,4 man,All Star,CBC,Frank,MJ,2010-11 Dallas Mavericks,NA,DeShawn Stevenson,SG,8,1,1,0,0,1,4,16,0,7,0,0,0,1,1,Loss,NA,NA
70,0,2,4 man,All Star,CBC,MJ,Frank,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,0,0,1,2,0,1,0,1,0,0,0,0,0,2,0,Loss,NA,NA
70,0,2,4 man,All Star,Challenger,Ben,Nick,All-Time Milwaukee Bucks,NA,Kareem Abdul-Jabbar,C,8,10,0,0,2,3,4,11,0,0,0,2,3,0,1,Win,NA,NA
70,0,2,4 man,All Star,Challenger,Nick,Ben,All-Time Milwaukee Bucks,NA,Sidney Moncrief,SG,6,0,3,0,0,2,2,5,0,0,2,2,0,0,2,Win,NA,NA
71,16,1,4 man,All Star,Dynasty,MJ,Ben,2006-07 Cleveland Cavaliers,NA,LeBron James,SF,30,5,1,0,0,1,12,23,0,1,6,8,3,2,7,Win,NA,NA
71,16,1,4 man,All Star,Dynasty,Ben,MJ,2006-07 Cleveland Cavaliers,NA,Drew Gooden,PF,2,13,3,0,0,0,1,6,0,0,0,0,4,0,0,Win,NA,NA
71,16,1,4 man,All Star,Challenger,Nick,Frank,2002-03 Phoenix Suns,NA,Amar’e Stoudemire,PF,0,1,1,0,0,3,0,5,0,0,0,0,0,0,0,Loss,NA,NA
71,16,1,4 man,All Star,Challenger,Frank,Nick,2002-03 Phoenix Suns,NA,Stephon Marbury,PG,6,1,1,0,1,4,3,7,0,3,0,0,0,1,0,Loss,NA,NA
72,16,2,4 man,All Star,Dynasty,MJ,Ben,2006-07 Cleveland Cavaliers,NA,LeBron James,SF,14,6,2,1,0,0,6,16,0,2,2,4,1,2,3,Win,NA,NA
72,16,2,4 man,All Star,Dynasty,Ben,MJ,2006-07 Cleveland Cavaliers,NA,Drew Gooden,PF,2,2,1,0,1,0,1,3,0,0,0,0,0,1,0,Win,NA,NA
72,16,2,4 man,All Star,Challenger,Nick,Frank,2011-12 Oklahoma City Thunder,NA,Kendrick Perkins,C,2,8,1,0,0,2,1,2,0,0,0,0,2,0,0,Loss,NA,NA
72,16,2,4 man,All Star,Challenger,Frank,Nick,2011-12 Oklahoma City Thunder,NA,Kevin Durant,SF,17,3,1,0,1,2,7,18,0,1,3,4,0,3,4,Loss,NA,NA
73,17,1,4 man,All Star,Dynasty,Riley,Nick,Houston Rockets,NA,Jabari Smith Jr.,PF,2,8,6,4,2,3,1,4,0,2,0,0,2,3,1,Win,NA,NA
73,17,1,4 man,All Star,Dynasty,Nick,Riley,Houston Rockets,NA,Kevin Porter Jr.,PG,4,2,0,0,1,1,2,6,0,0,0,0,0,1,1,Win,NA,NA
73,17,1,4 man,All Star,Challenger,Ben,Guy,1990-91 Los Angeles Lakers,NA,Vlade Divac,C,1,3,1,0,0,1,0,2,0,0,1,4,0,1,0,Loss,NA,NA
73,17,1,4 man,All Star,Challenger,Guy,Ben,1990-91 Los Angeles Lakers,NA,Byron Scott,SG,4,5,3,1,0,6,0,4,0,2,4,4,1,0,0,Loss,NA,NA
74,17,2,4 man,All Star,Dynasty,Riley,Nick,Houston Rockets,NA,Jabari Smith Jr.,PF,4,5,3,1,0,1,2,4,0,1,0,2,0,2,1,Loss,NA,NA
74,17,2,4 man,All Star,Dynasty,Nick,Riley,Houston Rockets,NA,Kevin Porter Jr.,PG,12,0,4,0,0,0,5,11,0,1,2,2,0,0,1,Loss,NA,NA
74,17,2,4 man,All Star,Challenger,Ben,Guy,1997-98 Los Angeles Lakers,NA,Nick Van Exel,PG,12,1,6,0,1,0,5,12,0,5,2,2,0,1,0,Win,NA,NA
74,17,2,4 man,All Star,Challenger,Guy,Ben,1997-98 Los Angeles Lakers,NA,Rick Fox,SF,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,Win,NA,NA
75,18,1,4 man,All Star,Dynasty,Riley,Guy,Minnesota Timberwolves,NA,Anthony Edwards,SG,11,1,3,0,0,2,4,6,0,0,3,4,0,3,4,Win,NA,NA
75,18,1,4 man,All Star,Dynasty,Guy,Riley,Minnesota Timberwolves,NA,Karl-Anthony Towns,PF,14,8,2,0,1,0,6,11,0,4,2,6,1,0,2,Win,NA,NA
75,18,1,4 man,All Star,Challenger,Ben,Nick,Denver Nuggets,NA,Jamal Murray,PG,6,1,6,0,0,2,0,7,0,1,6,8,1,2,0,Loss,NA,NA
75,18,1,4 man,All Star,Challenger,Nick,Ben,Denver Nuggets,NA,Aaron Gordon,PF,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,Loss,NA,NA
76,19,1,4 man,All Star,Dynasty,Guy,Ben,2013-14 Los Angeles Clippers,NA,Matt Barnes,SF,2,3,8,0,0,4,1,9,0,2,0,4,1,2,1,Win,NA,NA
76,19,1,4 man,All Star,Dynasty,Ben,Guy,2013-14 Los Angeles Clippers,NA,DeAndre Jordan,C,14,14,0,2,4,3,7,10,0,0,0,0,2,0,5,Win,NA,NA
76,19,1,4 man,All Star,Challenger,MJ,Nick,2007-08 Boston Celtics,NA,Rajon Rondo,PG,4,3,1,2,0,6,2,3,0,0,0,0,0,2,0,Loss,NA,NA
76,19,1,4 man,All Star,Challenger,Nick,MJ,2007-08 Boston Celtics,NA,Ray Allen,SG,3,0,0,0,0,1,1,8,1,6,0,0,0,0,0,Loss,NA,NA
77,19,2,4 man,All Star,Dynasty,Guy,Ben,2013-14 Los Angeles Clippers,NA,Matt Barnes,SF,4,2,9,2,0,5,2,4,0,1,0,0,0,4,2,Win,NA,NA
77,19,2,4 man,All Star,Dynasty,Ben,Guy,2013-14 Los Angeles Clippers,NA,DeAndre Jordan,C,8,6,1,0,2,1,4,6,0,0,0,2,1,2,3,Win,NA,NA
77,19,2,4 man,All Star,Challenger,MJ,Nick,1996-97 Miami Heat,NA,Tim Hardaway,PG,6,0,4,2,0,2,2,12,0,3,2,4,0,2,0,Loss,NA,NA
77,19,2,4 man,All Star,Challenger,Nick,MJ,1996-97 Miami Heat,NA,P.J. Brown,PF,4,3,0,0,0,0,1,1,0,0,2,2,1,1,0,Loss,NA,NA
78,19,3,4 man,All Star,Dynasty,Guy,Ben,2013-14 Los Angeles Clippers,NA,Matt Barnes,SF,0,3,11,0,0,4,0,2,0,0,0,0,1,3,0,Loss,NA,NA
78,19,3,4 man,All Star,Dynasty,Ben,Guy,2013-14 Los Angeles Clippers,NA,DeAndre Jordan,C,4,8,0,0,0,5,0,2,0,0,0,0,4,0,7,Loss,NA,NA
78,19,3,4 man,All Star,Challenger,MJ,Nick,2007-08 Denver Nuggets,NA,J.R. Smith,SG,16,0,0,0,0,0,5,20,5,20,0,0,0,0,0,Win,NA,NA
78,19,3,4 man,All Star,Challenger,Nick,MJ,2007-08 Denver Nuggets,NA,Kenyon Martin,PF,2,3,1,0,3,0,1,3,0,0,0,2,1,1,0,Win,NA,NA
79,20,1,4 man,All Star,Dynasty,Guy,MJ,Indiana Pacers,NA,Myles Turner,C,3,4,6,1,3,0,1,3,1,2,0,2,0,1,0,Win,NA,NA
79,20,1,4 man,All Star,Dynasty,MJ,Guy,Indiana Pacers,NA,Tyrese Haliburton,PG,9,2,5,0,0,2,4,10,0,3,1,2,0,2,0,Win,NA,NA
79,20,1,4 man,All Star,Challenger,Ben,Nick,1992-93 Charlotte Hornets,NA,Muggsy Bogues,PG,3,2,8,1,0,2,1,5,0,0,1,2,1,3,0,Loss,NA,NA
79,20,1,4 man,All Star,Challenger,Nick,Ben,1992-93 Charlotte Hornets,NA,Larry Johnson,PF,3,7,0,0,0,0,1,5,1,1,0,2,0,0,0,Loss,NA,NA
80,21,1,5 man,All Star,Dynasty,Guy,NA,Oklahoma City Thunder,NA,Chet Holmgren,C,0,5,2,1,5,1,0,4,0,0,0,2,2,4,0,Win,NA,NA
80,21,1,5 man,All Star,Dynasty,MJ,NA,Oklahoma City Thunder,NA,Josh Giddey,SG,8,4,3,1,0,1,4,7,0,0,0,1,1,0,0,Win,NA,NA
80,21,1,5 man,All Star,Dynasty,Riley,NA,Oklahoma City Thunder,NA,Shai Gilgeous-Alexander,PG,11,0,3,1,0,3,5,7,1,2,0,0,0,0,3,Win,NA,NA
80,21,1,5 man,All Star,Challenger,Ben,NA,Milwaukee Bucks,NA,Giannis Antetokounmpo,PF,7,5,4,0,3,3,3,8,0,0,1,8,0,0,1,Loss,NA,NA
80,21,1,5 man,All Star,Challenger,Nick,NA,Milwaukee Bucks,NA,Grayson Allen,SG,1,1,1,0,0,0,0,1,0,0,1,2,1,1,0,Loss,NA,NA
81,21,2,5 man,All Star,Dynasty,Guy,NA,Oklahoma City Thunder,NA,Chet Holmgren,C,2,12,3,2,4,2,1,2,0,0,0,0,1,1,0,Win,NA,NA
81,21,2,5 man,All Star,Dynasty,MJ,NA,Oklahoma City Thunder,NA,Josh Giddey,SG,2,9,6,2,0,1,1,3,0,0,0,0,1,1,0,Win,NA,NA
81,21,2,5 man,All Star,Dynasty,Riley,NA,Oklahoma City Thunder,NA,Shai Gilgeous-Alexander,PG,35,1,0,3,0,3,13,26,0,2,9,10,0,4,7,Win,NA,NA
81,21,2,5 man,All Star,Challenger,Ben,NA,Houston Rockets,NA,Kevin Porter Jr.,PG,4,3,0,0,2,5,1,8,0,2,2,2,0,3,0,Loss,NA,NA
81,21,2,5 man,All Star,Challenger,Nick,NA,Houston Rockets,NA,Alperen Sengun,C,2,4,2,1,0,1,1,7,0,0,0,0,1,0,0,Loss,NA,NA
82,21,3,5 man,All Star,Dynasty,Guy,NA,Oklahoma City Thunder,NA,Chet Holmgren,C,4,2,1,1,1,0,2,5,0,0,0,0,1,0,2,Loss,NA,NA
82,21,3,5 man,All Star,Dynasty,MJ,NA,Oklahoma City Thunder,NA,Josh Giddey,SG,4,2,2,1,0,1,2,2,0,0,0,2,0,1,1,Loss,NA,NA
82,21,3,5 man,All Star,Dynasty,Riley,NA,Oklahoma City Thunder,NA,Shai Gilgeous-Alexander,PG,17,0,4,4,0,2,8,15,0,0,1,2,0,0,6,Loss,NA,NA
82,21,3,5 man,All Star,Challenger,Ben,NA,2010-11 Dallas Mavericks,NA,Jason Kidd,PG,5,2,14,1,0,5,1,1,0,0,3,4,0,1,0,Win,NA,NA
82,21,3,5 man,All Star,Challenger,Nick,NA,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,4,1,1,0,0,1,2,4,0,2,0,0,0,0,1,Win,NA,NA
83,4,4,4 man,All Star,Dynasty,Nick,Riley,2011-12 Oklahoma City Thunder,NA,James Harden,SG,0,0,1,0,0,1,0,2,0,1,0,0,0,3,0,Loss,NA,NA
83,4,4,4 man,All Star,Dynasty,Riley,Nick,2011-12 Oklahoma City Thunder,NA,Serge Ibaka,PF,0,5,3,1,4,2,0,0,0,0,0,0,0,0,0,Loss,NA,NA
83,4,4,4 man,All Star,Challenger,MJ,Ben,2007-08 Denver Nuggets,Orlando Magic,Allen Iverson,PG,2,0,8,1,0,2,1,2,0,0,0,0,0,5,1,Win,NA,NA
83,4,4,4 man,All Star,Challenger,Ben,MJ,2007-08 Denver Nuggets,Orlando Magic,Marcus Camby,C,7,5,4,0,1,0,3,8,0,0,1,5,0,0,2,Win,NA,NA
84,0,1,4 man,All Star,CBC,Ben,Riley,2015-16 Cleveland Cavaliers,NA,LeBron James,SF,13,4,10,0,1,1,6,12,1,3,0,0,0,2,3,Win,NA,NA
84,0,1,4 man,All Star,CBC,Riley,Ben,2015-16 Cleveland Cavaliers,NA,Kyrie Irving,PG,16,0,2,2,0,5,8,16,0,1,0,0,0,3,0,Win,NA,NA
84,0,1,4 man,All Star,Challenger,MJ,Nick,2007-08 Denver Nuggets,NA,J.R. Smith,SG,8,1,2,3,0,4,3,14,2,11,0,0,0,1,1,Loss,NA,NA
84,0,1,4 man,All Star,Challenger,Nick,MJ,2007-08 Denver Nuggets,NA,Allen Iverson,PG,2,0,2,0,0,0,0,4,0,1,2,4,0,0,0,Loss,NA,NA
